id_pago,monto,VENTA_id_venta,METODO_PAGO_id_metodo_pago
1289,571.24,1380,3
1290,579.02,1381,3
1291,1449,1382,1
1292,966.59,1383,1
1293,1202.48,1386,1
1294,81.07,1387,3
1295,242.54,1388,1
1296,353.11,1388,4
1297,125.76,1389,4
1298,398.64,1390,3
1299,127.22,1391,3
1300,245.93,1391,4
1301,1257.27,1392,4
1302,52.2,1393,2
1303,539.84,1394,1
1304,312.23,1395,3
1305,495.52,1397,4
1306,770.81,1398,4
1307,173.34,1399,1
1308,226.35,1401,1
1309,848.31,1402,3
1310,1910.05,1403,2
1311,277.55,1405,2
1312,384.66,1406,2
1313,699.88,1407,2
1314,465.4,1407,1
1315,1431.91,1408,1
1316,101.01,1409,1
1317,2014.02,1410,4
1318,739.25,1413,3
1319,928.37,1415,4
1320,236.56,1416,4
1321,275.84,1417,3
1322,1280.66,1418,3
1323,34.82,1419,2
1324,22.34,1419,3
1325,79.8,1420,4
1326,195.6,1422,1
1327,149.42,1422,2
1328,1717.76,1423,3
1329,921.25,1425,3
1330,1428.32,1427,2
1331,130.01,1428,1
1332,101.03,1428,4
1333,423.51,1429,4
1334,295.26,1429,1
1335,7.98,1430,2
1336,1180.29,1433,1
1337,952.48,1436,3
1338,728.3,1437,1
1339,178.32,1438,1
1340,3275.32,1439,1
1341,445.8,1440,1
1342,1819.12,1441,1
1343,1448.44,1442,1
1344,238.44,1443,1
1345,1416.97,1445,4
1346,988.39,1446,3
1347,2129.44,1447,3
1348,929.08,1448,1
1349,1768.71,1449,2
1350,496.51,1451,3
1351,611.17,1451,2
1352,696.24,1452,1
1353,839.15,1454,3
1354,380.34,1455,4
1355,168.98,1457,3
1356,915.29,1459,3
1357,467.07,1460,1
1358,231.12,1461,2
1359,743,1463,1
1360,971.77,1465,2
1361,1330.56,1466,2
1362,1170.32,1467,1
1363,1178.77,1467,2
1364,218.2,1469,2
1365,169.15,1470,2
1366,288.75,1470,4
1367,2370.22,1472,2
1368,1205.52,1475,2
1369,1429.76,1477,3
1370,1361.05,1478,2
1371,1329.03,1478,4
1372,711.33,1479,2
1373,668.49,1480,4
1374,385.28,1480,2
1375,1236.91,1482,3
1376,49.85,1483,4
1377,67.91,1483,1
1378,1010.96,1485,2
1379,2128.47,1486,3
1380,1344.49,1489,3
1381,626.32,1491,4
1382,3255.92,1492,4
1383,1805.22,1494,3
1384,1246.61,1494,4
1385,275.52,1495,2
1386,118.56,1496,2
1387,270.23,1499,3
1388,928.99,1500,2
1389,687.59,1500,1
