id_venta,fecha,TIENDA_id_tienda,CLIENTE_id_cliente,EMPLEADO_id_empleado,ESTADO_VENTA_id_estado_venta
816,2025-02-05,19,51,82,2
817,2025-03-18,19,225,83,2
818,2026-02-07,3,7,9,3
819,2026-02-13,18,52,76,2
820,2025-07-27,14,281,59,2
821,2025-01-16,6,236,24,2
822,2025-02-01,20,187,84,2
823,2025-05-16,5,45,18,2
824,2026-08-09,3,3,13,2
825,2026-04-13,4,250,17,2
826,2026-07-19,3,278,9,2
827,2025-06-16,14,91,59,2
828,2026-07-21,9,54,36,2
829,2025-01-01,5,255,19,1
830,2025-10-09,8,210,33,3
831,2025-10-14,18,168,78,2
832,2025-09-04,6,232,23,2
833,2025-04-04,18,31,79,2
834,2026-01-07,14,23,58,2
835,2025-01-05,19,8,82,3
836,2025-08-21,10,151,43,1
837,2025-12-19,19,212,81,2
838,2026-07-06,16,160,67,2
839,2025-07-07,12,114,54,2
840,2026-02-20,14,31,60,1
841,2026-05-31,9,278,37,2
842,2025-12-09,18,170,74,2
843,2026-08-02,13,106,55,2
844,2026-05-21,11,22,45,2
845,2025-05-26,13,10,55,2
846,2025-08-28,1,190,4,2
847,2025-01-11,19,31,82,2
848,2025-12-14,12,226,53,2
849,2025-08-25,19,15,82,1
850,2025-01-13,10,156,42,2
851,2026-06-03,7,24,28,2
852,2026-01-03,20,280,85,2
853,2025-03-02,13,18,55,2
854,2025-02-15,15,135,64,1
855,2026-08-07,7,100,30,1
856,2025-12-09,15,81,64,2
857,2025-05-14,13,131,56,1
858,2025-08-15,19,113,81,2
859,2025-02-17,19,216,80,2
860,2025-01-15,17,125,72,2
861,2025-10-16,5,4,20,1
862,2025-11-16,3,217,10,2
863,2026-01-14,1,235,2,2
864,2025-12-19,15,47,61,1
865,2025-12-28,4,35,15,3
866,2026-08-03,16,188,66,2
867,2025-03-25,11,282,49,1
868,2025-02-15,13,265,57,1
869,2026-06-06,17,89,73,2
870,2026-07-04,18,151,75,2
871,2025-08-05,9,143,38,1
872,2025-05-10,12,6,52,1
873,2025-08-13,2,77,7,1
874,2025-07-18,4,191,15,2
875,2025-08-25,1,177,1,3
876,2025-04-02,3,83,9,2
877,2025-01-30,6,62,22,2
878,2025-01-15,4,250,17,2
879,2025-03-28,8,79,34,2
880,2025-07-13,13,157,55,1
881,2025-04-01,5,61,19,2
882,2025-09-30,18,165,79,1
883,2026-02-22,2,51,8,2
884,2026-07-28,9,103,36,2
885,2025-09-24,8,126,32,3
886,2026-05-27,3,271,11,2
887,2026-08-24,11,206,48,1
888,2026-02-07,19,139,83,2
889,2025-12-07,1,294,1,3
890,2026-08-13,5,191,19,2
891,2025-07-05,19,137,80,2
892,2025-11-21,14,155,58,1
893,2025-04-17,8,116,34,3
894,2025-12-31,4,272,17,3
895,2026-07-25,18,48,77,2
896,2025-09-23,14,236,60,2
897,2025-08-16,11,76,50,3
898,2025-01-04,7,240,26,2
899,2025-01-26,15,33,65,3
900,2025-07-02,1,248,2,1
901,2025-11-05,4,14,17,2
902,2025-07-23,16,18,67,2
903,2025-12-19,19,127,83,2
904,2026-06-19,15,98,62,2
905,2025-08-21,12,67,52,2
906,2026-06-08,18,24,77,2
907,2025-12-29,5,52,19,2
908,2026-07-01,14,135,60,1
909,2025-05-26,7,79,30,3
910,2025-06-07,20,130,86,2
911,2025-12-12,2,94,8,2
912,2025-02-26,3,273,9,2
913,2025-01-14,18,77,76,1
914,2026-04-30,13,293,55,1
915,2026-03-15,3,45,11,3
916,2026-08-07,14,9,59,3
917,2026-08-29,13,109,57,2
918,2025-04-09,1,255,1,2
919,2026-02-18,19,221,81,2
920,2025-05-16,8,95,31,2
921,2026-08-09,12,107,52,3
922,2025-02-01,11,97,47,3
923,2025-01-25,4,181,14,1
924,2026-02-10,14,238,60,2
925,2025-09-21,12,18,54,1
926,2026-08-26,16,20,67,1
927,2025-08-17,5,195,20,2
928,2025-04-23,6,180,23,2
929,2026-06-22,3,149,11,2
930,2025-08-15,11,150,47,2
931,2026-04-07,9,297,37,2
932,2026-08-31,5,25,18,2
933,2025-01-09,8,54,32,3
934,2025-10-21,10,99,43,2
935,2025-11-08,9,222,39,2
936,2025-04-20,1,183,2,2
937,2025-12-05,17,98,73,2
938,2025-09-23,18,97,76,1
939,2025-05-19,7,81,28,2
940,2025-01-20,7,56,30,2
941,2026-08-06,2,73,7,1
942,2025-06-08,7,30,27,2
943,2025-07-23,15,82,63,2
944,2025-04-21,11,294,48,2
945,2025-03-11,14,226,59,1
946,2026-03-14,12,225,51,2
947,2025-08-25,2,89,5,1
948,2026-07-08,5,66,18,2
949,2025-05-16,15,84,62,2
950,2025-11-25,4,254,17,1
951,2026-04-26,8,79,34,2
952,2025-10-16,13,274,56,1
953,2025-03-28,6,67,21,2
954,2026-03-02,8,284,33,1
955,2025-08-19,16,19,68,2
956,2025-06-26,4,53,17,2
957,2026-01-20,5,58,18,2
958,2025-10-24,18,104,75,2
959,2026-01-22,6,192,21,1
960,2026-02-11,9,94,39,2
961,2025-06-24,16,164,69,2
962,2025-01-29,5,69,20,1
963,2026-08-29,7,78,25,2
964,2026-01-22,6,221,21,2
965,2025-08-17,7,55,30,1
966,2025-03-27,8,33,32,2
967,2026-07-11,12,223,52,2
968,2025-05-17,13,157,56,1
969,2025-09-08,15,246,65,1
970,2025-08-11,4,67,17,2
971,2025-11-09,7,9,26,1
972,2025-10-16,18,58,75,1
973,2026-08-26,15,209,62,2
974,2025-08-13,4,30,14,1
975,2026-07-12,18,100,76,2
976,2026-06-27,6,126,23,1
977,2026-08-02,14,88,60,1
978,2026-03-23,14,235,58,3
979,2025-08-08,20,105,87,1
980,2025-04-22,14,157,60,2
981,2025-04-12,7,79,26,1
982,2025-11-30,3,245,13,1
983,2026-01-15,4,217,14,1
984,2025-05-11,9,39,36,2
985,2025-12-25,18,154,79,1
986,2026-01-21,5,201,20,2
987,2025-11-30,10,176,42,2
988,2025-10-02,19,228,80,2
989,2026-02-10,3,294,12,2
990,2026-08-08,9,181,39,2
991,2026-06-16,8,235,33,3
992,2026-07-01,13,300,56,2
993,2025-05-02,1,88,3,1
994,2025-03-04,13,284,56,2
995,2025-12-04,1,22,2,2
996,2026-04-03,8,77,31,1
997,2025-07-28,13,183,55,2
998,2026-03-19,18,151,79,2
999,2025-02-05,16,213,67,2
1000,2025-05-15,10,130,43,2
1001,2026-01-19,14,206,60,2
1002,2026-05-05,20,224,88,2
1003,2025-11-11,1,256,3,2
1004,2025-01-07,8,161,32,2
1005,2025-02-27,7,86,25,2
1006,2026-04-20,16,74,67,2
1007,2025-07-05,18,88,76,2
1008,2026-01-13,17,251,72,2
1009,2025-10-03,15,158,64,2
1010,2026-08-18,15,183,61,2
1011,2026-06-27,8,64,32,2
1012,2026-05-01,14,263,58,2
1013,2026-03-22,1,285,3,2
1014,2025-12-02,14,109,59,1
1015,2025-10-13,16,150,67,1
1016,2026-02-10,10,108,42,2
1017,2026-06-30,2,25,5,2
1018,2026-09-01,4,277,14,2
1019,2026-07-29,12,88,54,3
1020,2025-07-03,17,27,70,2
1021,2026-04-19,20,42,87,2
1022,2026-02-05,16,268,67,3
1023,2025-08-03,7,16,30,2
1024,2025-12-11,18,141,74,2
1025,2026-08-14,4,240,17,2
1026,2026-07-06,3,259,11,1
1027,2025-09-04,4,295,14,1
1028,2026-05-01,18,294,75,2
1029,2025-05-06,18,258,74,2
1030,2026-05-24,11,272,50,2
1031,2025-03-03,7,124,27,1
1032,2025-03-30,10,127,44,1
1033,2025-10-25,4,195,14,2
1034,2026-09-01,1,279,2,2
1035,2025-03-20,9,212,35,2
1036,2026-02-24,11,154,49,1
1037,2025-01-09,5,110,19,2
1038,2026-08-16,15,271,61,2
1039,2025-09-24,14,206,59,1
1040,2025-10-04,20,233,88,1
1041,2026-04-10,5,64,19,2
1042,2025-07-27,9,18,40,2
1043,2025-08-16,15,263,63,1
1044,2025-12-24,1,58,1,2
1045,2025-02-05,6,44,22,1
1046,2026-08-02,19,52,82,2
1047,2025-05-28,20,51,86,2
1048,2026-02-21,13,295,56,2
1049,2025-04-13,7,215,26,2
1050,2025-02-21,4,111,17,2
1051,2026-09-01,5,17,18,2
1052,2026-08-21,7,279,28,2
1053,2025-01-13,5,289,19,2
1054,2026-01-25,4,277,15,2
1055,2025-04-24,14,254,58,2
1056,2025-05-29,8,28,34,1
1057,2025-07-05,1,176,2,2
1058,2025-01-24,16,193,67,2
1059,2025-03-22,5,210,19,1
1060,2026-01-27,12,58,53,2
1061,2025-06-24,18,47,78,1
1062,2025-05-10,14,216,60,2
1063,2026-08-02,15,46,65,2
1064,2025-02-14,3,154,12,2
1065,2026-07-08,11,143,46,2
1066,2025-06-22,6,5,22,2
1067,2025-01-02,1,169,3,1
1068,2026-02-17,13,150,55,2
1069,2026-02-20,4,61,16,1
1070,2026-05-22,5,72,18,2
1071,2026-07-11,1,154,3,3
1072,2025-02-11,9,126,38,2
1073,2025-04-05,17,163,70,1
1074,2025-07-28,1,186,1,2
1075,2026-08-19,19,146,82,1
1076,2025-05-23,9,9,40,1
1077,2025-01-02,8,148,34,2
1078,2025-07-17,15,184,62,2
1079,2025-05-23,6,287,21,2
1080,2026-02-12,12,147,51,2
1081,2026-02-23,2,219,7,2
1082,2025-04-02,15,16,61,1
1083,2025-04-02,14,180,58,2
1084,2026-01-26,8,160,33,1
1085,2025-08-31,4,171,14,2
1086,2025-04-14,6,163,22,1
1087,2026-02-01,1,215,4,3
1088,2025-10-28,15,139,65,2
1089,2026-02-27,12,19,51,3
1090,2025-05-30,17,155,73,2
1091,2025-06-04,18,57,75,2
1092,2025-10-17,1,142,4,2
1093,2025-03-24,7,282,29,2
1094,2026-06-25,17,34,71,2
1095,2025-03-26,10,143,42,1
1096,2025-09-03,10,3,44,2
1097,2025-06-17,2,104,5,2
1098,2025-02-03,3,142,9,3
1099,2026-08-27,4,51,17,1
1100,2026-08-19,2,51,7,2
1101,2026-04-29,6,12,21,3
1102,2026-03-02,8,58,34,2
1103,2026-08-26,5,104,18,2
1104,2025-10-21,4,94,14,2
1105,2026-02-09,7,110,26,3
1106,2026-07-19,13,196,57,2
1107,2025-09-09,14,61,60,2
1108,2025-03-16,10,199,42,2
1109,2025-04-26,6,109,23,2
1110,2026-03-12,1,55,3,2
1111,2026-01-09,3,244,12,1
1112,2025-04-03,8,282,33,2
1113,2026-07-20,11,127,48,2
1114,2026-08-30,4,120,15,2
1115,2025-01-20,6,197,22,2
1116,2025-01-28,3,53,12,2
1117,2026-06-29,9,247,40,3
1118,2025-08-22,16,158,68,2
1119,2025-02-21,15,197,62,2
1120,2026-06-13,15,285,62,1
1121,2026-01-22,5,229,18,1
1122,2026-02-15,7,281,30,2
1123,2025-09-27,2,16,8,2
1124,2025-07-24,17,243,71,2
1125,2026-02-26,11,165,46,2
1126,2026-06-24,19,124,80,2
1127,2025-05-31,2,90,6,2
1128,2025-04-20,20,252,84,2
1129,2026-07-20,4,138,16,2
1130,2025-01-31,19,96,81,1
1131,2026-03-09,16,32,66,2
1132,2025-02-10,13,229,55,1
1133,2026-04-15,7,212,26,2
1134,2025-01-06,14,285,58,2
1135,2025-08-13,12,56,53,1
1136,2025-03-31,16,277,67,2
1137,2025-05-09,10,31,44,1
1138,2025-09-29,12,251,52,2
1139,2026-01-08,14,254,60,1
1140,2025-06-19,4,24,15,2
1141,2025-02-05,9,294,39,2
1142,2025-03-10,6,184,22,2
1143,2025-08-20,11,18,50,1
1144,2025-06-17,10,202,42,2
1145,2025-10-04,4,138,15,2
1146,2026-05-24,4,125,15,2
1147,2025-01-16,9,34,36,2
1148,2025-08-23,13,39,56,2
1149,2026-01-28,17,129,73,2
1150,2025-10-03,19,273,81,2
1151,2025-12-30,12,170,52,2
1152,2025-09-01,4,154,14,1
1153,2025-09-25,19,72,83,2
1154,2025-11-26,18,131,75,1
1155,2026-05-10,1,278,3,2
1156,2025-12-15,20,85,84,2
1157,2025-06-25,17,278,71,3
1158,2026-05-09,17,204,72,2
1159,2025-06-12,13,285,55,2
1160,2025-06-26,6,229,23,2
1161,2025-10-08,6,126,22,2
1162,2025-02-10,13,228,55,2
1163,2025-08-26,10,10,41,2
1164,2025-05-18,7,91,29,2
1165,2026-02-14,16,165,66,2
1166,2026-02-05,16,67,69,2
1167,2025-05-31,3,218,12,1
1168,2025-10-17,4,133,14,1
1169,2026-02-02,6,241,24,2
1170,2026-04-30,9,36,38,2
1171,2025-06-22,10,22,42,2
1172,2025-12-20,6,138,22,2
1173,2026-07-03,6,151,23,2
1174,2025-06-27,9,240,40,2
1175,2025-08-29,3,143,12,2
1176,2026-05-16,14,157,58,1
1177,2026-04-08,13,278,55,1
1178,2026-01-12,13,35,57,1
1179,2025-03-03,20,18,88,2
1180,2025-10-25,18,11,77,3
1181,2025-10-01,8,228,32,3
1182,2026-02-19,15,12,62,2
1183,2026-08-12,14,244,59,2
1184,2025-02-17,7,169,29,2
1185,2025-01-25,17,205,73,1
1186,2026-07-29,15,135,61,2
1187,2025-07-30,1,201,4,2
1188,2025-07-01,7,298,29,1
1189,2026-07-30,6,62,24,2
1190,2025-09-26,18,158,77,2
1191,2025-11-06,3,168,10,1
1192,2025-01-28,19,231,83,3
1193,2026-01-12,15,2,62,2
1194,2025-03-19,8,76,31,2
1195,2025-10-05,13,193,57,1
1196,2025-09-16,2,195,5,1
1197,2025-06-09,4,28,17,2
1198,2025-06-13,17,233,70,2
1199,2025-01-20,10,16,43,2
1200,2026-03-10,14,2,60,3
1201,2026-04-29,13,88,55,2
1202,2025-02-28,8,234,31,2
1203,2025-07-08,11,196,49,2
1204,2026-01-18,5,84,19,2
1205,2025-07-07,12,5,52,2
1206,2025-09-06,1,151,2,2
1207,2026-06-30,9,41,39,1
1208,2025-12-27,17,61,71,1
1209,2026-01-26,8,20,34,2
1210,2025-05-19,19,90,83,1
1211,2026-01-29,19,6,81,2
1212,2026-08-28,7,194,27,3
1213,2025-11-25,18,111,75,1
1214,2025-09-10,1,63,3,2
1215,2025-03-28,20,98,88,2
1216,2025-03-10,15,76,64,3
1217,2025-11-04,19,112,80,2
1218,2026-03-22,5,277,18,2
1219,2025-12-11,2,120,6,1
1220,2025-09-25,14,53,60,2
1221,2026-01-09,1,243,1,2
1222,2025-12-08,17,293,73,3
1223,2025-05-04,10,132,44,1
1224,2025-02-23,13,7,55,2
1225,2026-08-21,2,171,6,2
1226,2025-11-02,15,98,61,1
1227,2025-01-27,9,221,38,2
1228,2026-01-01,16,286,66,2
1229,2025-09-19,12,99,54,2
1230,2025-11-25,12,49,51,1
1231,2025-01-03,2,243,8,2
1232,2025-10-10,10,277,41,3
1233,2025-01-25,6,277,21,1
1234,2025-10-13,18,205,78,2
1235,2025-06-11,5,165,19,2
1236,2025-05-16,8,214,33,2
1237,2026-07-26,16,259,66,2
1238,2026-07-08,20,48,88,1
1239,2025-12-10,13,50,55,2
1240,2025-10-30,4,17,17,3
1241,2026-05-03,20,4,87,2
1242,2025-07-21,18,71,79,2
1243,2026-05-13,8,216,33,1
1244,2025-05-22,12,7,52,1
1245,2026-06-14,1,199,2,2
1246,2026-06-28,12,67,51,1
1247,2025-01-12,20,62,88,1
1248,2025-05-27,2,15,6,2
1249,2026-04-24,15,292,63,1
1250,2026-03-17,2,274,5,2
1251,2025-10-20,18,145,78,3
1252,2026-02-03,1,281,1,2
1253,2025-02-23,4,254,17,2
1254,2026-04-05,15,152,61,1
1255,2025-03-14,12,14,53,2
1256,2025-11-20,14,49,59,2
1257,2026-08-28,3,126,10,2
1258,2026-08-21,11,240,50,2
1259,2026-03-16,13,110,57,2
1260,2026-07-27,20,136,87,2
1261,2025-04-01,8,243,34,2
1262,2025-08-11,14,124,59,2
1263,2025-10-24,7,208,29,2
1264,2025-09-22,20,96,88,2
1265,2025-01-23,5,94,18,2
1266,2025-05-22,17,151,72,2
1267,2025-10-03,11,169,45,1
1268,2025-07-26,20,36,88,2
1269,2025-06-04,5,222,18,3
1270,2025-11-02,2,206,8,1
1271,2025-11-17,13,172,55,2
1272,2025-10-04,2,254,6,2
1273,2025-02-10,14,8,58,2
1274,2026-05-13,15,162,63,2
1275,2025-09-21,19,40,82,2
1276,2025-10-31,5,224,19,2
1277,2025-12-04,6,54,21,2
1278,2025-05-21,14,84,60,3
1279,2026-06-01,13,237,57,1
1280,2026-06-23,5,231,18,2
1281,2026-08-13,7,131,30,2
1282,2025-10-03,17,228,73,2
1283,2025-05-25,2,294,5,2
1284,2026-06-20,9,256,37,3
1285,2025-10-09,9,221,38,2
1286,2025-02-28,17,150,71,2
1287,2025-07-26,1,104,2,2
1288,2025-11-02,14,24,58,1
1289,2025-10-12,2,16,6,1
1290,2026-08-13,20,249,87,1
1291,2025-01-14,20,270,86,2
1292,2025-01-15,16,261,68,2
1293,2025-09-14,14,87,58,2
1294,2026-04-25,17,9,72,2
1295,2026-03-24,16,273,68,2
1296,2026-06-19,7,257,25,1
1297,2026-08-08,17,55,72,2
1298,2025-06-19,18,144,77,2
1299,2026-01-16,19,45,81,2
1300,2025-12-15,5,186,19,2
1301,2026-04-07,8,61,34,2
1302,2025-10-07,2,162,8,1
1303,2025-11-18,14,161,59,2
1304,2026-06-11,15,237,62,2
1305,2026-02-19,12,86,54,1
1306,2025-06-09,7,12,29,3
1307,2025-12-08,6,15,21,1
1308,2025-04-11,18,199,78,2
1309,2025-08-13,2,68,8,2
1310,2026-03-24,8,262,33,1
1311,2025-12-13,17,98,71,2
1312,2025-11-22,11,22,50,2
1313,2026-06-13,20,114,88,2
1314,2026-05-10,10,158,41,3
1315,2026-02-15,11,102,45,2
1316,2026-07-05,15,229,65,2
1317,2026-02-26,17,135,72,3
1318,2025-08-12,1,222,1,3
1319,2026-05-26,4,299,16,2
1320,2025-02-08,18,107,79,2
1321,2025-06-29,6,117,22,2
1322,2025-08-01,13,239,55,2
1323,2026-05-14,18,43,76,2
1324,2025-03-20,1,85,2,2
1325,2025-10-08,4,154,15,1
1326,2026-02-19,19,275,81,2
1327,2025-04-30,1,96,4,2
1328,2025-03-21,14,223,59,2
1329,2025-10-03,5,113,20,2
1330,2026-05-15,18,216,75,2
1331,2025-05-04,10,207,43,2
1332,2026-02-09,3,156,12,3
1333,2025-08-12,16,195,67,2
1334,2026-01-20,6,225,24,1
1335,2025-07-03,18,2,76,1
1336,2026-05-08,9,205,39,2
1337,2026-01-18,13,43,57,1
1338,2025-08-07,17,163,73,2
1339,2026-03-22,8,254,34,2
1340,2025-03-29,18,125,77,2
1341,2025-04-17,18,88,77,3
1342,2025-04-10,3,234,13,2
1343,2025-09-08,14,102,60,3
1344,2026-02-18,6,7,22,2
1345,2025-12-01,11,10,50,3
1346,2025-01-28,4,79,16,2
1347,2025-09-13,4,218,17,2
1348,2026-01-22,6,191,21,2
1349,2025-09-20,3,107,9,2
1350,2026-01-23,12,265,52,3
1351,2026-02-26,8,172,33,1
1352,2025-09-28,14,89,58,2
1353,2026-08-10,16,142,67,2
1354,2026-07-31,13,171,56,1
1355,2026-03-03,17,214,70,2
1356,2026-02-08,10,139,44,2
1357,2026-07-19,5,296,20,1
1358,2025-11-01,13,78,56,2
1359,2025-10-21,11,109,47,2
1360,2025-05-31,13,276,57,2
1361,2026-02-08,8,52,31,1
1362,2026-04-28,5,31,19,1
1363,2025-01-20,14,284,59,2
1364,2025-07-21,4,204,16,2
1365,2025-07-30,10,208,43,3
1366,2025-08-09,19,6,82,2
1367,2026-08-04,13,150,57,2
1368,2025-04-21,2,200,5,2
1369,2025-07-19,19,42,80,2
1370,2025-10-16,9,52,39,2
1371,2025-04-17,9,47,39,2
1372,2025-02-03,4,279,17,1
1373,2025-12-04,7,257,27,2
1374,2026-08-29,19,249,80,2
1375,2025-05-19,4,9,16,2
1376,2026-05-12,10,70,43,3
1377,2026-01-13,14,262,59,2
1378,2025-05-06,20,195,84,1
1379,2025-12-06,3,112,11,2
1380,2025-03-18,6,160,24,2
1381,2026-02-04,17,219,72,2
1382,2026-02-16,14,179,59,2
1383,2026-02-18,15,200,62,2
1384,2025-04-24,3,141,11,1
1385,2025-02-11,14,134,58,1
1386,2026-05-13,2,52,7,2
1387,2025-05-24,4,83,16,2
1388,2026-06-23,16,80,68,2
1389,2025-09-10,12,60,51,2
1390,2026-08-30,5,272,18,2
1391,2026-06-21,16,238,66,2
1392,2025-03-21,11,155,46,2
1393,2026-07-18,15,66,63,2
1394,2025-12-19,1,114,4,2
1395,2026-04-01,5,114,18,2
1396,2026-05-20,18,177,76,1
1397,2026-08-04,1,221,4,2
1398,2025-09-04,11,236,48,2
1399,2026-07-28,3,215,10,2
1400,2026-05-06,17,100,72,1
1401,2025-01-10,16,166,67,2
1402,2026-04-11,2,41,7,1
1403,2025-01-30,15,300,63,2
1404,2025-12-13,7,74,26,1
1405,2025-08-20,5,199,20,2
1406,2026-03-30,20,47,88,2
1407,2026-08-28,4,124,16,2
1408,2025-02-16,8,257,32,2
1409,2025-08-05,4,125,15,2
1410,2026-08-19,2,95,5,2
1411,2025-12-29,3,189,13,3
1412,2025-12-19,8,147,31,1
1413,2025-03-19,15,274,64,2
1414,2025-03-24,12,54,52,1
1415,2025-01-28,14,65,58,1
1416,2025-06-09,3,31,13,2
1417,2026-03-14,1,245,4,2
1418,2025-05-22,19,37,81,2
1419,2025-07-17,5,160,20,2
1420,2025-09-07,18,77,78,1
1421,2025-05-10,13,107,57,3
1422,2026-08-07,16,176,69,2
1423,2026-02-07,12,220,52,2
1424,2026-01-10,8,251,32,1
1425,2025-06-18,10,82,44,2
1426,2025-05-13,1,297,4,3
1427,2026-05-20,5,214,19,2
1428,2025-05-22,9,138,40,2
1429,2026-05-21,5,150,18,2
1430,2025-10-26,12,267,51,1
1431,2026-07-23,3,232,11,1
1432,2026-08-05,5,29,20,1
1433,2025-07-21,15,203,61,2
1434,2025-01-28,3,78,10,1
1435,2026-02-02,17,65,72,1
1436,2026-02-20,1,277,2,2
1437,2026-03-22,9,147,39,1
1438,2025-09-25,4,75,15,2
1439,2025-10-26,3,170,9,2
1440,2026-08-14,7,261,29,2
1441,2025-09-05,10,140,41,2
1442,2026-05-04,9,112,39,2
1443,2026-01-26,13,163,57,2
1444,2025-06-08,3,20,13,1
1445,2026-05-11,18,105,79,1
1446,2026-08-17,13,183,56,1
1447,2025-08-01,1,275,3,2
1448,2025-09-11,8,123,33,2
1449,2026-07-27,15,172,64,2
1450,2025-06-05,1,4,2,1
1451,2025-09-19,18,114,79,2
1452,2026-07-12,4,3,15,2
1453,2025-06-20,15,285,62,3
1454,2026-05-08,5,66,19,1
1455,2025-10-25,5,152,18,2
1456,2025-05-04,16,219,66,1
1457,2026-01-22,14,21,59,2
1458,2025-05-22,5,145,18,3
1459,2026-08-17,6,46,22,2
1460,2025-02-21,16,216,67,1
1461,2026-03-06,3,78,12,2
1462,2026-04-12,9,173,38,1
1463,2025-04-02,7,252,27,2
1464,2026-06-02,9,125,38,3
1465,2026-03-10,5,209,20,2
1466,2025-01-03,16,149,67,2
1467,2025-03-30,1,26,4,2
1468,2025-07-22,7,30,30,3
1469,2025-03-01,7,46,25,2
1470,2026-06-18,3,228,13,2
1471,2026-07-11,9,172,35,1
1472,2025-04-01,15,218,64,2
1473,2025-12-24,14,35,60,1
1474,2025-02-07,8,46,31,3
1475,2026-05-31,16,230,67,2
1476,2026-05-01,14,120,60,3
1477,2025-04-11,16,246,69,2
1478,2025-06-15,1,204,1,2
1479,2025-11-29,13,203,55,2
1480,2025-04-19,11,275,49,2
1481,2026-01-14,1,286,2,3
1482,2026-03-28,3,64,11,2
1483,2026-07-02,13,48,56,2
1484,2025-01-05,2,23,7,1
1485,2026-05-19,17,288,73,2
1486,2025-03-07,11,7,50,2
1487,2025-08-21,5,83,18,1
1488,2025-01-21,1,101,4,3
1489,2025-09-02,19,187,83,2
1490,2026-02-22,10,189,44,1
1491,2025-09-18,9,113,37,2
1492,2026-06-03,12,138,52,2
1493,2026-02-06,16,223,67,1
1494,2025-10-25,16,261,66,2
1495,2025-11-09,2,13,7,2
1496,2026-04-20,18,206,76,2
1497,2025-02-16,20,291,85,1
1498,2026-07-30,12,124,51,3
1499,2025-04-23,11,180,49,2
1500,2025-04-07,1,288,2,2
