id_detalle_venta,cantidad,precio_unitario,subtotal,VENTA_id_venta,PRODUCTO_id_producto
868,4,178.79,715.16,356,89
869,1,107.55,107.55,356,31
870,1,232.7,232.7,357,106
871,2,248.68,497.36,358,76
872,6,156.59,939.54,358,60
873,3,46.57,139.71,358,11
874,1,171.7,171.7,358,30
875,1,183.43,183.43,359,79
876,6,47.14,282.84,360,40
877,2,218.4,436.8,360,73
878,5,170.54,852.7,360,75
879,5,55.51,277.55,361,32
880,2,241.31,482.62,362,108
881,2,25.37,50.74,362,20
882,4,44.6,178.4,363,11
883,5,174.34,871.7,363,107
884,1,218.48,218.48,363,55
885,1,129.03,129.03,363,25
886,1,95.17,95.17,364,103
887,5,261.64,1308.2,364,45
888,3,231.35,694.05,364,71
889,3,60.07,180.21,365,19
890,1,227.82,227.82,365,92
891,4,12.73,50.92,365,36
892,6,77.73,466.38,365,68
893,2,71.03,142.06,366,59
894,5,239.29,1196.45,366,71
895,1,52.91,52.91,366,61
896,2,52.77,105.54,367,61
897,6,101.52,609.12,367,65
898,6,249.84,1499.04,367,101
899,2,178.16,356.32,367,107
900,1,204.45,204.45,368,70
901,1,144.14,144.14,368,49
902,3,72.3,216.9,368,59
903,1,52.77,52.77,369,61
904,3,58.38,175.14,369,39
905,4,10.44,41.76,370,84
906,4,46.88,187.52,371,4
907,1,12.93,12.93,372,41
908,6,242.92,1457.52,372,76
909,6,214.46,1286.76,373,73
910,5,222.05,1110.25,373,62
911,5,254.23,1271.15,373,71
912,6,211.57,1269.42,374,112
913,2,241.54,483.08,375,80
914,6,120,720,375,31
915,5,211.39,1056.95,375,73
916,3,10.44,31.32,376,84
917,3,253.27,759.81,376,71
918,2,6.34,12.68,376,94
919,6,238.46,1430.76,377,16
920,1,194.52,194.52,377,1
921,5,19.78,98.9,377,86
922,5,163.75,818.75,378,107
923,1,162.2,162.2,378,98
924,5,51.8,259,378,61
925,5,200.23,1001.15,379,29
926,5,248.28,1241.4,379,12
927,5,81.68,408.4,379,68
928,2,237.41,474.82,380,23
929,4,239.59,958.36,381,88
930,4,211.57,846.28,381,112
931,3,200.23,600.69,381,29
932,2,135.8,271.6,381,8
933,4,155.96,623.84,382,87
934,2,44.51,89.02,382,11
935,2,6.81,13.62,383,94
936,3,211.56,634.68,383,95
937,5,226.72,1133.6,384,56
938,3,13.16,39.48,384,41
939,5,206.82,1034.1,384,29
940,1,238.84,238.84,385,56
941,4,198.98,795.92,385,46
942,3,245.86,737.58,385,28
943,1,22.51,22.51,385,52
944,6,230.62,1383.72,386,56
945,6,22.51,135.06,387,52
946,1,31.13,31.13,388,85
947,5,21.51,107.55,389,86
948,5,87.78,438.9,389,91
949,5,84.06,420.3,389,7
950,4,143.89,575.56,389,8
951,4,45.92,183.68,390,11
952,6,101.52,609.12,390,65
953,4,172.83,691.32,391,9
954,6,154.9,929.4,391,63
955,1,147.35,147.35,391,60
956,2,203.19,406.38,391,79
957,3,54.06,162.18,392,110
958,2,179.19,358.38,392,51
959,3,108.35,325.05,392,17
960,4,77.12,308.48,392,68
961,4,152.87,611.48,393,83
962,1,77.12,77.12,393,68
963,3,54.04,162.12,393,61
964,2,156.28,312.56,394,24
965,4,33.23,132.92,394,85
966,2,83.78,167.56,394,91
967,1,192.95,192.95,395,26
968,2,235.45,470.9,395,112
969,1,21.54,21.54,396,52
970,6,226.86,1361.16,397,108
971,3,23.97,71.91,397,20
972,1,147.96,147.96,398,77
973,4,231.97,927.88,398,101
974,4,256.97,1027.88,399,92
975,4,78.49,313.96,399,91
976,4,142.92,571.68,399,63
977,3,124.05,372.15,400,81
978,3,188.93,566.79,400,10
979,4,138.42,553.68,400,38
980,3,68.83,206.49,400,105
981,2,106.79,213.58,401,65
982,5,190.79,953.95,401,10
983,5,12.89,64.45,402,36
984,2,151.33,302.66,402,24
985,6,42.28,253.68,402,44
986,2,72.1,144.2,403,105
987,1,52.7,52.7,403,110
988,5,196.18,980.9,403,51
989,4,219.01,876.04,403,95
990,5,28.2,141,404,97
991,3,3.98,11.94,405,43
992,5,197.12,985.6,405,70
993,3,228.52,685.56,406,101
994,1,39.06,39.06,406,15
995,5,146.11,730.55,406,27
996,1,77.23,77.23,406,54
997,5,61.93,309.65,407,39
998,2,140.24,280.48,407,93
999,3,45.3,135.9,408,11
1000,2,116.38,232.76,408,17
1001,1,251.94,251.94,408,71
1002,3,180.25,540.75,408,111
1003,2,25.34,50.68,409,53
1004,2,41.81,83.62,409,15
1005,1,163,163,410,37
1006,1,45.81,45.81,411,4
1007,2,100.68,201.36,411,6
1008,2,188.97,377.94,411,10
1009,6,13.19,79.14,411,21
1010,5,208.18,1040.9,412,55
1011,2,30.97,61.94,412,85
1012,3,45.81,137.43,413,4
1013,4,13.44,53.76,414,21
1014,6,44.59,267.54,414,40
1015,4,213.21,852.84,415,72
1016,2,189.16,378.32,415,46
1017,4,196.06,784.24,415,73
1018,6,156.67,940.02,416,30
1019,5,232.7,1163.5,416,106
1020,5,52.82,264.1,416,110
1021,4,59.04,236.16,417,90
1022,4,130.74,522.96,417,38
1023,4,61.44,245.76,417,19
1024,4,184.58,738.32,417,3
1025,6,10.44,62.64,418,84
1026,1,155.37,155.37,418,74
1027,5,159.82,799.1,418,24
1028,1,200.31,200.31,418,70
1029,4,6.53,26.12,419,94
1030,2,190.34,380.68,420,46
1031,1,229.34,229.34,420,108
1032,4,52.39,209.56,420,61
1033,4,233.09,932.36,421,72
1034,2,142.16,284.32,422,83
1035,2,24.64,49.28,422,20
1036,5,20.34,101.7,422,18
1037,2,57.37,114.74,422,113
1038,3,73.05,219.15,423,105
1039,4,229.23,916.92,423,56
1040,6,42.82,256.92,423,15
1041,1,185.06,185.06,424,78
1042,6,221.13,1326.78,424,99
1043,1,229.29,229.29,424,58
1044,1,60.17,60.17,424,90
1045,4,236.56,946.24,425,28
1046,3,171.22,513.66,425,107
1047,5,23.33,116.65,425,67
1048,4,191.03,764.12,426,51
1049,4,180.25,721,426,111
1050,1,257.57,257.57,426,88
1051,1,199.03,199.03,426,73
1052,4,256.97,1027.88,427,92
1053,1,193.53,193.53,428,51
1054,5,214.72,1073.6,428,95
1055,4,11.05,44.2,429,84
1056,6,120.1,720.6,430,81
1057,4,76.46,305.84,430,54
1058,1,97.36,97.36,431,48
1059,1,90.58,90.58,431,47
1060,1,227.82,227.82,432,92
1061,4,61.06,244.24,432,90
1062,5,24.03,120.15,433,100
1063,5,25.55,127.75,434,14
1064,3,217.3,651.9,434,34
1065,6,26.85,161.1,435,14
1066,6,159.82,958.92,435,24
1067,4,138.8,555.2,436,50
1068,6,238.89,1433.34,436,104
1069,4,141.13,564.52,437,25
1070,3,89.74,269.22,437,47
1071,3,130.82,392.46,437,50
1072,3,52.86,158.58,437,61
1073,5,77.73,388.65,438,68
1074,4,151.77,607.08,438,27
1075,2,6.53,13.06,439,94
1076,2,226.11,452.22,439,108
1077,3,225.56,676.68,439,72
1078,5,121,605,439,109
1079,6,20.07,120.42,440,86
1080,5,203.19,1015.95,440,79
1081,3,260.3,780.9,441,45
1082,5,76.75,383.75,441,68
1083,1,180.21,180.21,442,98
1084,3,55.84,167.52,443,113
1085,1,147.83,147.83,443,37
1086,3,233.26,699.78,443,92
1087,1,68.46,68.46,444,64
1088,5,192.44,962.2,444,46
1089,4,201.69,806.76,445,79
1090,6,3.97,23.82,445,43
1091,3,210.97,632.91,445,99
1092,6,244.82,1468.92,445,62
1093,4,114.8,459.2,446,31
1094,4,155.02,620.08,447,63
1095,6,214.6,1287.6,447,95
1096,1,236.56,236.56,448,28
1097,6,143.56,861.36,448,27
1098,2,145.74,291.48,448,74
1099,2,63.68,127.36,449,42
1100,5,21.11,105.55,449,18
1101,3,41.5,124.5,450,15
1102,1,217.45,217.45,450,95
1103,3,81.05,243.15,450,68
1104,5,171.7,858.5,451,30
1105,3,186.82,560.46,452,26
1106,5,194.3,971.5,452,79
1107,4,96.28,385.12,452,22
1108,6,241.68,1450.08,453,45
1109,1,248.48,248.48,453,92
1110,6,160.84,965.04,453,33
1111,5,81.68,408.4,454,68
1112,6,52.36,314.16,455,114
1113,2,178.57,357.14,455,98
1114,2,98.05,196.1,455,6
1115,6,44.51,267.06,455,11
1116,3,197.93,593.79,456,55
1117,2,239.78,479.56,457,101
1118,6,105.05,630.3,458,48
1119,1,162.93,162.93,458,37
1120,3,259.85,779.55,459,58
1121,6,265.75,1594.5,459,88
1122,2,187.1,374.2,459,75
1123,1,65.6,65.6,460,42
1124,6,226.11,1356.66,460,108
1125,6,116.32,697.92,460,81
1126,3,154.71,464.13,461,27
1127,4,179.19,716.76,461,51
1128,3,56.76,170.28,461,19
1129,4,105.3,421.2,462,22
1130,4,168.27,673.08,462,75
1131,4,22.31,89.24,462,52
1132,2,170.39,340.78,462,89
1133,1,243.49,243.49,463,23
1134,4,233.43,933.72,463,112
1135,1,96.47,96.47,464,47
1136,4,153.41,613.64,464,74
1137,4,44.59,178.36,464,40
1138,2,76.06,152.12,464,54
1139,3,24.74,74.22,465,20
1140,1,244.34,244.34,465,106
1141,3,204.49,613.47,466,46
1142,6,133.1,798.6,466,109
1143,2,143.89,287.78,466,8
1144,3,94.11,282.33,466,103
1145,5,98.05,490.25,467,103
1146,4,155.98,623.92,467,60
1147,1,169.12,169.12,467,3
1148,3,21.14,63.42,468,18
1149,5,262.78,1313.9,468,88
1150,3,203.45,610.35,468,99
1151,5,10.75,53.75,469,84
1152,2,47.75,95.5,469,40
1153,2,224.16,448.32,470,108
1154,5,150.9,754.5,470,37
1155,3,52.86,158.58,470,61
1156,1,171.22,171.22,471,107
1157,4,145.74,582.96,471,74
1158,2,191.71,383.42,471,10
1159,5,26.43,132.15,472,14
1160,2,197.45,394.9,472,29
1161,6,257,1542,472,45
1162,6,26.2,157.2,473,14
1163,1,182.06,182.06,473,1
1164,3,101.65,304.95,473,22
1165,5,237.06,1185.3,474,88
1166,2,154.2,308.4,474,27
1167,3,256.47,769.41,475,12
1168,1,167.88,167.88,475,87
1169,1,231.51,231.51,475,108
1170,1,180.25,180.25,475,111
1171,3,230.84,692.52,476,72
1172,5,106.79,533.95,476,65
1173,1,113.03,113.03,476,31
1174,6,54.04,324.24,476,61
1175,2,57.02,114.04,477,114
1176,5,245.86,1229.3,478,28
1177,1,198.98,198.98,478,46
1178,5,24.74,123.7,478,20
1179,4,19.98,79.92,478,18
1180,2,229.57,459.14,479,108
1181,5,147.83,739.15,480,37
1182,3,19.76,59.28,480,18
1183,2,155.96,311.92,481,87
1184,2,27.44,54.88,481,14
1185,5,29.37,146.85,481,66
1186,4,23.25,93,481,100
1187,3,66.6,199.8,482,96
1188,3,11.05,33.15,483,84
1189,4,162.93,651.72,483,37
1190,1,233.48,233.48,483,112
1191,2,153.56,307.12,484,60
1192,2,257.05,514.1,485,12
1193,5,61.66,308.3,485,19
1194,5,41.41,207.05,486,11
1195,2,53.61,107.22,486,32
1196,4,110.24,440.96,486,17
1197,4,41.55,166.2,486,44
1198,3,202.39,607.17,487,1
1199,3,121,363,488,109
1200,6,38.51,231.06,489,15
1201,1,82.48,82.48,489,91
1202,3,95.17,285.51,489,103
1203,4,206.82,827.28,490,29
1204,2,201.8,403.6,490,70
1205,4,175.61,702.44,491,10
1206,1,94.9,94.9,492,57
1207,5,110.24,551.2,492,17
1208,1,95.17,95.17,492,103
1209,6,213.6,1281.6,492,70
1210,4,155.26,621.04,493,63
1211,1,60.89,60.89,493,90
1212,6,53.52,321.12,493,61
1213,3,45.45,136.35,494,4
1214,6,148.14,888.84,495,83
1215,3,205.33,615.99,495,95
1216,4,72.08,288.32,496,64
1217,6,33.83,202.98,496,85
1218,5,59.54,297.7,496,90
1219,6,218,1308,497,29
1220,4,52.6,210.4,497,110
1221,2,211.3,422.6,498,73
1222,6,19.76,118.56,498,18
1223,6,22.43,134.58,499,100
1224,6,167.88,1007.28,499,87
1225,3,26.23,78.69,499,97
1226,6,116.86,701.16,500,2
1227,6,13.51,81.06,500,21
1228,4,182.73,730.92,500,9
1229,2,114.67,229.34,501,17
1230,5,12.81,64.05,501,21
1231,6,245.55,1473.3,501,45
1232,2,230.33,460.66,502,58
1233,5,75.4,377,503,68
1234,1,20.89,20.89,504,86
1235,3,108.03,324.09,504,31
1236,6,54.22,325.32,504,5
1237,4,229.12,916.48,504,58
1238,5,150.98,754.9,505,37
1239,1,230.62,230.62,505,56
1240,1,123.56,123.56,505,102
1241,2,4.11,8.22,505,43
1242,6,87.06,522.36,506,91
1243,4,100.24,400.96,506,6
1244,2,223.77,447.54,506,112
1245,5,195.06,975.3,506,34
1246,6,125.34,752.04,507,50
1247,5,241.68,1208.4,507,45
1248,4,79.86,319.44,508,68
1249,1,240.81,240.81,508,104
1250,6,185.06,1110.36,508,78
1251,2,45.17,90.34,508,11
1252,2,71.46,142.92,509,105
1253,1,62.11,62.11,510,19
1254,4,175.61,702.44,510,10
1255,4,52.04,208.16,511,110
1256,2,113.83,227.66,512,82
1257,2,143.56,287.12,512,27
1258,1,6.19,6.19,512,94
1259,4,38.51,154.04,513,15
1260,1,26.58,26.58,513,97
1261,5,213.6,1068,513,70
1262,1,218.2,218.2,513,55
1263,5,139.82,699.1,514,8
1264,4,155.26,621.04,515,63
1265,4,25.06,100.24,515,53
1266,6,89.63,537.78,516,7
1267,4,86.29,345.16,517,91
1268,6,95.26,571.56,517,103
1269,6,67.05,402.3,518,64
1270,6,41.67,250.02,518,15
1271,3,208.39,625.17,518,34
1272,5,14.29,71.45,519,21
1273,3,248.28,744.84,519,12
1274,2,138.42,276.84,520,38
1275,4,57.76,231.04,521,5
1276,4,86.16,344.64,521,57
1277,6,103.9,623.4,521,22
1278,4,176.17,704.68,522,107
1279,3,42.33,126.99,523,44
1280,3,118.07,354.21,523,31
1281,2,208.39,416.78,523,34
1282,6,79.86,479.16,524,68
1283,6,208.39,1250.34,524,34
1284,6,13.56,81.36,525,21
1285,3,61.15,183.45,525,42
1286,6,46.77,280.62,526,40
1287,3,53.47,160.41,526,114
1288,5,41.55,207.75,526,44
1289,4,46.29,185.16,526,4
1290,2,44.41,88.82,527,44
1291,3,12.79,38.37,527,36
1292,4,166.85,667.4,527,24
1293,4,233.16,932.64,527,72
1294,4,208.47,833.88,528,70
1295,4,217.3,869.2,528,34
1296,4,183.53,734.12,528,3
1297,3,12.89,38.67,528,36
1298,3,58.24,174.72,529,90
1299,2,22.43,44.86,529,100
1300,1,157.61,157.61,529,83
1301,5,250.88,1254.4,530,12
1302,2,156.75,313.5,531,30
1303,1,52.6,52.6,531,110
1304,5,173.47,867.35,531,26
1305,6,125.18,751.08,532,38
1306,5,126.28,631.4,532,102
1307,3,6.89,20.67,533,94
1308,1,26.23,26.23,533,97
1309,4,153.08,612.32,534,74
1310,4,193.53,774.12,535,51
1311,5,83.11,415.55,535,91
1312,3,52,156,535,110
1313,6,46.03,276.18,536,11
1314,2,52.91,105.82,537,61
1315,4,72.53,290.12,537,64
1316,5,246.14,1230.7,537,23
1317,4,115.83,463.32,538,2
1318,6,223.96,1343.76,538,112
1319,4,140.81,563.24,538,8
1320,6,12.42,74.52,539,41
1321,5,170.13,850.65,539,3
1322,1,52.77,52.77,540,61
1323,2,106.41,212.82,541,22
1324,4,200.8,803.2,541,78
1325,3,61.44,184.32,541,19
1326,4,27.28,109.12,542,53
1327,4,210.97,843.88,542,99
1328,4,72.53,290.12,543,54
1329,5,5.64,28.2,543,13
1330,2,72.3,144.6,544,59
1331,3,22.78,68.34,545,67
1332,5,57.02,285.1,545,114
1333,3,250.31,750.93,545,71
1334,4,46.03,184.12,545,11
1335,5,180.25,901.25,546,111
1336,4,13.16,52.64,546,41
1337,6,256.47,1538.82,546,12
1338,4,67.23,268.92,546,105
1339,5,60.63,303.15,547,39
1340,4,91.2,364.8,547,57
1341,2,122.33,244.66,547,102
1342,1,126.22,126.22,547,38
1343,2,181.87,363.74,548,89
1344,1,54.22,54.22,548,5
1345,2,52.87,105.74,548,32
1346,2,133.62,267.24,549,50
1347,4,32.42,129.68,549,85
1348,2,196.06,392.12,550,73
1349,6,217.65,1305.9,550,55
1350,1,189.16,189.16,550,46
1351,3,207.94,623.82,550,70
1352,4,172.83,691.32,551,9
1353,1,6.34,6.34,551,94
1354,4,195.06,780.24,551,34
1355,6,25.31,151.86,552,14
1356,3,159.36,478.08,553,30
1357,5,5.15,25.75,553,13
1358,4,65.49,261.96,553,42
1359,6,52.87,317.22,554,32
1360,5,116.32,581.6,554,81
1361,6,73.08,438.48,554,59
1362,6,20.89,125.34,554,86
1363,5,81.68,408.4,555,68
1364,4,141.64,566.56,555,63
1365,3,248.48,745.44,555,92
1366,2,101.52,203.04,556,65
1367,4,219.72,878.88,556,108
1368,2,166.85,333.7,557,24
1369,1,233.16,233.16,557,72
1370,3,5.64,16.92,558,13
1371,5,144.93,724.65,558,63
1372,6,67.02,402.12,558,105
1373,3,156.59,469.77,558,60
1374,5,241.36,1206.8,559,80
1375,2,21.51,43.02,559,86
1376,6,181.18,1087.08,559,107
1377,4,86.67,346.68,560,91
1378,6,78.06,468.36,560,35
1379,4,192.44,769.76,560,46
1380,2,118.07,236.14,561,31
1381,1,179.27,179.27,561,107
1382,5,153.08,765.4,562,74
1383,4,128.15,512.6,562,93
1384,6,41.9,251.4,562,44
1385,3,159.36,478.08,563,30
1386,2,136.77,273.54,563,50
1387,4,217.55,870.2,563,55
1388,4,23.04,92.16,563,67
1389,5,250.88,1254.4,564,12
1390,3,41.9,125.7,564,44
1391,1,19.98,19.98,565,52
1392,4,103.33,413.32,565,65
1393,2,89.63,179.26,565,7
1394,1,23.26,23.26,565,20
1395,1,154.34,154.34,566,37
1396,1,229.77,229.77,566,12
1397,5,140.49,702.45,566,74
1398,3,42.71,128.13,567,44
1399,1,98.05,98.05,568,103
1400,4,115.63,462.52,568,2
1401,2,212.08,424.16,569,73
1402,2,192.95,385.9,569,26
1403,2,109.22,218.44,570,2
1404,2,5.15,10.3,570,13
1405,6,116.32,697.92,571,81
1406,6,225.56,1353.36,571,72
1407,5,156.32,781.6,571,49
1408,6,165.25,991.5,571,24
1409,3,57.66,172.98,572,32
1410,4,239.9,959.6,572,88
1411,2,24.88,49.76,572,20
1412,2,228.48,456.96,573,104
1413,1,247.12,247.12,573,92
1414,2,131.4,262.8,573,109
1415,3,190.79,572.37,573,10
1416,4,65.94,263.76,574,42
1417,3,212.87,638.61,574,72
1418,1,23.17,23.17,575,20
1419,1,13.19,13.19,575,21
1420,4,194.13,776.52,575,73
1421,4,132.88,531.52,576,93
1422,6,101.75,610.5,576,65
1423,4,250.61,1002.44,577,69
1424,4,184.58,738.32,577,3
1425,5,238.46,1192.3,577,16
1426,5,247.82,1239.1,577,62
1427,2,33.83,67.66,578,85
1428,4,44.6,178.4,579,11
1429,1,52.91,52.91,579,61
1430,5,246.62,1233.1,580,23
1431,6,117.21,703.26,580,82
1432,5,239.97,1199.85,580,101
1433,1,202.39,202.39,581,1
1434,3,228.62,685.86,581,112
1435,4,76.76,307.04,582,68
1436,2,45.24,90.48,582,40
1437,6,220.36,1322.16,582,104
1438,1,192.64,192.64,583,34
1439,1,103.9,103.9,584,22
1440,3,33.22,99.66,584,85
1441,1,86.16,86.16,584,57
1442,3,156.58,469.74,584,24
1443,2,234.59,469.18,585,106
1444,5,240.54,1202.7,585,104
1445,4,204.56,818.24,586,46
1446,2,121.4,242.8,586,102
1447,2,56.26,112.52,586,5
1448,2,218.11,436.22,586,56
1449,2,81.61,163.22,587,68
1450,1,105.3,105.3,587,22
1451,1,65.64,65.64,587,96
1452,4,226.48,905.92,587,62
1453,4,257.8,1031.2,588,23
1454,1,54.2,54.2,589,113
1455,6,148.49,890.94,589,49
1456,3,151.33,453.99,589,24
1457,4,26.24,104.96,590,97
1458,2,213.36,426.72,590,70
1459,6,244.53,1467.18,591,76
1460,3,117.21,351.63,591,82
1461,4,57.76,231.04,591,5
1462,5,98.98,494.9,592,48
1463,2,212.42,424.84,593,55
1464,5,145.44,727.2,593,27
1465,1,20.94,20.94,593,52
1466,1,52.05,52.05,594,61
1467,3,154.92,464.76,594,27
1468,4,204.56,818.24,594,46
1469,1,77.74,77.74,595,35
1470,1,52.77,52.77,596,61
1471,3,145.9,437.7,596,74
1472,2,176.04,352.08,596,111
1473,6,58.2,349.2,597,90
1474,5,231.22,1156.1,597,108
1475,2,155.03,310.06,598,74
1476,4,13.25,53,598,41
1477,5,61.44,307.2,598,19
1478,4,156.39,625.56,598,24
1479,5,43.28,216.4,599,44
1480,1,55.51,55.51,600,32
1481,2,221.46,442.92,600,55
1482,2,117.76,235.52,601,82
1483,4,89.63,358.52,602,7
1484,4,206.82,827.28,602,29
1485,6,57.18,343.08,602,19
1486,5,226.72,1133.6,602,56
1487,4,26.58,106.32,603,97
1488,4,53.47,213.88,603,114
1489,4,124.05,496.2,604,81
1490,1,213.6,213.6,605,70
1491,4,94.9,379.6,605,57
1492,5,193.02,965.1,605,78
1493,2,117.5,235,606,31
1494,4,65.2,260.8,606,64
1495,2,79.24,158.48,606,35
1496,6,198.02,1188.12,607,70
1497,3,223.86,671.58,607,101
1498,5,244.53,1222.65,608,76
1499,1,19.98,19.98,609,52
1500,2,257.57,515.14,609,88
1501,2,56.76,113.52,610,19
1502,1,159.39,159.39,611,24
1503,4,185.86,743.44,611,78
1504,4,13.01,52.04,611,36
1505,5,52.6,263,611,110
1506,4,258.93,1035.72,612,80
1507,2,57.51,115.02,612,5
1508,4,129.48,517.92,613,109
1509,1,57.18,57.18,614,19
1510,3,58.24,174.72,614,90
1511,3,33.22,99.66,615,85
1512,5,52.82,264.1,615,114
1513,2,58.52,117.04,616,19
1514,6,12.73,76.38,617,36
1515,2,52.71,105.42,617,113
1516,1,236.58,236.58,617,101
1517,2,178.01,356.02,618,111
1518,6,45.92,275.52,619,11
1519,4,20.26,81.04,619,86
1520,2,73.55,147.1,620,54
1521,3,58.24,174.72,621,90
1522,6,51.8,310.8,621,61
1523,5,26.23,131.15,621,97
1524,6,167.88,1007.28,621,87
1525,4,196.18,784.72,622,51
1526,3,83.36,250.08,622,7
1527,3,45.88,137.64,622,44
1528,3,51.57,154.71,622,32
1529,2,121.68,243.36,623,2
1530,1,218.2,218.2,623,55
1531,2,231.05,462.1,623,72
1532,6,186.82,1120.92,623,26
1533,2,23.26,46.52,624,20
1534,5,257.57,1287.85,624,88
1535,5,14.29,71.45,625,21
1536,1,208.37,208.37,626,99
1537,4,26.58,106.32,626,53
1538,4,54.04,216.16,626,61
1539,3,171.7,515.1,627,30
1540,1,186.32,186.32,628,46
1541,6,179.77,1078.62,629,26
1542,5,99.68,498.4,629,65
1543,1,86.29,86.29,629,91
1544,5,129.5,647.5,630,93
1545,2,239.78,479.56,630,28
1546,5,122.29,611.45,630,82
1547,3,258.28,774.84,631,88
1548,4,226.11,904.44,631,108
1549,4,57.37,229.48,631,113
1550,3,19.01,57.03,632,18
1551,6,189.16,1134.96,632,46
1552,3,249.6,748.8,632,80
1553,3,122.33,366.99,633,102
1554,5,22.78,113.9,633,67
1555,4,229.83,919.32,634,28
1556,2,166,332,634,89
1557,2,220.59,441.18,634,56
1558,4,6.19,24.76,634,94
1559,6,233.01,1398.06,635,12
1560,4,93.43,373.72,636,103
1561,4,20.85,83.4,637,18
1562,4,22.44,89.76,637,100
1563,2,4.27,8.54,637,43
1564,2,4.35,8.7,638,43
1565,6,38.51,231.06,638,15
1566,6,13.77,82.62,639,41
1567,2,138.57,277.14,639,74
1568,3,194.3,582.9,640,79
1569,5,62.2,311,641,90
1570,6,10.3,61.8,641,84
1571,1,107.15,107.15,642,65
1572,2,242.55,485.1,642,58
1573,6,67.15,402.9,642,96
1574,4,159.31,637.24,643,37
1575,5,61.15,305.75,643,42
1576,6,106.26,637.56,643,48
1577,2,122.75,245.5,644,102
1578,5,55.91,279.55,644,110
1579,6,58.24,349.44,645,90
1580,1,250.31,250.31,646,71
1581,6,177.39,1064.34,646,98
1582,1,95.17,95.17,647,103
1583,5,115.83,579.15,648,2
1584,4,137.63,550.52,648,25
1585,5,156.59,782.95,648,60
1586,5,148.46,742.3,649,83
1587,6,124.73,748.38,650,38
1588,3,251.94,755.82,650,71
1589,5,19.98,99.9,650,52
1590,1,140.27,140.27,650,74
1591,3,38.51,115.53,651,15
1592,4,60.07,240.28,652,19
1593,3,91.2,273.6,652,57
1594,3,155.02,465.06,653,63
1595,3,248.24,744.72,653,101
1596,2,185.06,370.12,654,78
1597,4,145.15,580.6,654,77
1598,4,41.67,166.68,654,15
1599,4,45.17,180.68,654,11
1600,2,24.11,48.22,655,20
1601,1,211.56,211.56,656,95
1602,2,171.39,342.78,656,98
1603,2,75.85,151.7,656,35
1604,3,129.03,387.09,656,25
1605,2,19.78,39.56,657,86
1606,5,59.04,295.2,657,90
1607,2,218.85,437.7,657,108
1608,5,20.85,104.25,657,18
1609,4,199.58,798.32,658,51
1610,6,245.86,1475.16,658,28
1611,5,71.46,357.3,658,105
1612,6,256.97,1541.82,658,92
1613,1,154.64,154.64,659,49
1614,6,110.69,664.14,659,6
1615,3,73.86,221.58,659,59
1616,3,68.46,205.38,660,64
1617,5,170.39,851.95,661,89
1618,6,57.41,344.46,661,19
1619,5,242.94,1214.7,662,45
1620,5,20.15,100.75,662,86
1621,6,65.64,393.84,662,96
1622,5,52.7,263.5,663,110
1623,2,249.6,499.2,663,80
1624,2,147.35,294.7,663,60
1625,1,87.98,87.98,664,57
1626,2,155.26,310.52,664,63
1627,5,135.8,679,665,8
1628,4,165.9,663.6,666,30
1629,3,236.58,709.74,667,101
1630,1,148.46,148.46,667,83
1631,2,250.88,501.76,668,12
1632,4,170.66,682.64,668,3
1633,5,156.75,783.75,668,30
1634,3,247.51,742.53,668,16
1635,4,4.27,17.08,669,43
1636,5,111.92,559.6,670,82
1637,3,154.34,463.02,670,37
1638,5,19.02,95.1,670,18
1639,3,61.93,185.79,670,39
1640,1,103.9,103.9,671,22
1641,2,156.58,313.16,671,24
1642,4,185.06,740.24,671,78
1643,6,21.51,129.06,672,52
1644,2,218.48,436.96,672,55
1645,5,211.56,1057.8,672,95
1646,3,47.14,141.42,672,40
1647,5,144.93,724.65,673,63
1648,1,169.06,169.06,673,33
1649,6,86.29,517.74,673,91
1650,1,58.6,58.6,674,113
1651,6,183.18,1099.08,674,51
1652,3,235.45,706.35,674,80
1653,2,170.52,341.04,674,87
1654,6,67.05,402.3,675,64
1655,4,240.81,963.24,675,104
1656,2,246.62,493.24,675,23
1657,6,52,312,676,110
1658,1,163.25,163.25,677,87
1659,3,61.06,183.18,678,90
1660,6,118.96,713.76,678,81
1661,2,57.02,114.04,678,114
1662,2,248.11,496.22,678,45
1663,1,167.88,167.88,679,87
1664,5,58.24,291.2,679,90
1665,5,180.25,901.25,680,111
1666,5,67.23,336.15,680,105
1667,3,19.98,59.94,680,52
1668,1,148.51,148.51,681,74
1669,6,61.66,369.96,681,19
1670,2,218.2,436.4,681,55
1671,4,53.83,215.32,682,113
1672,4,76.98,307.92,683,54
1673,6,163.14,978.84,683,89
1674,4,150.9,603.6,683,37
1675,6,238.84,1433.04,683,56
1676,6,32.72,196.32,684,85
1677,2,73.55,147.1,684,54
1678,3,226.2,678.6,684,108
1679,5,56.92,284.6,684,113
1680,1,126.6,126.6,685,93
1681,5,111.43,557.15,685,65
1682,6,26.87,161.22,686,97
1683,5,74.57,372.85,686,35
1684,5,13.9,69.5,686,21
1685,6,203.45,1220.7,686,99
1686,1,138.3,138.3,687,77
1687,3,43.28,129.84,687,44
1688,1,257.57,257.57,687,88
1689,4,89.63,358.52,687,7
1690,6,125.18,751.08,688,38
1691,6,11.05,66.3,688,84
1692,5,56.14,280.7,689,32
1693,6,175.05,1050.3,689,89
1694,5,187.96,939.8,690,51
